firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
Louis,Gruenberg,1884-01-01,Russia,1964-06-09,,
Joe,Ranft,1960-01-01,United States,2005-08-16,1980,2005
Darius,Marder,1973-01-01,,,2007,
Tim,White,,United States,,2007,
Kwak,Sin-ae,1968-01-01,South Korea,,,
Tanel,Toom,1982-01-01,Estonia,,,
Marlee,Matlin,1965-01-01,United States,,1986,
Peter,Lamont,1929-01-01,United Kingdom,2020-12-01,1950,2006
Sufjan,Stevens,1975-01-01,United States,,1995,
Tim,Cavagin,,,,,
Lisa,Westcott,1948-01-01,,2024-07-01,1975,2024
Tom,Berenger,1949-01-01,United States,,1968,
Gabriel,Axel,1918-01-01,Denmark,2014-02-01,1945,2001
Hoagy,Carmichael,1899-01-01,United States,1981-12-27,1918,1981
Frederick,Brown,1935-01-01,United States,2003-11-09,1956,1997
Leslie,Pope,1954-01-01,United States,2020-05-06,1982,2019
Burt,Bacharach,1928-01-01,United States,2023-02-08,1950,2023
Rodrigo,Sorogoyen,1981-01-01,Spain,,,
Sam,Mintz,1897-01-01,Russia,1957-09-13,1925,1948
Casey,Affleck,1975-01-01,United States,,1988,
Les,Fresholtz,1931-01-01,,2021-03-01,1968,1996
Paul,Green,1894-01-01,United States,1981-05-04,,
Guy,Endore,1901-01-01,United States,1970-02-12,,
Cecil,Beaton,1904-01-01,United Kingdom,1980-01-01,,
R.,Sherriff,1896-01-01,United Kingdom,1975-11-01,,
Steve,Carell,1962-01-01,United States,,1989,
Herbert,Ross,1927-01-01,United States,2001-10-09,1942,1995
Gilbert,Kurland,1904-01-01,United States,1978-02-02,1931,1970
James,Blue,1930-01-01,United States,1980-06-14,1957,1980
Francesco,Pegoretti,,,,2004,
Jeffrey,Perkins,,,,1984,
Linda,Eisenhamerová,,,,1998,
Michael,Cacoyannis,1922-01-01,Cyprus,2011-07-01,1954,1999
Joe,Hale,1925-01-01,United States,2025-01-29,1951,1986
J.,Dale,1961-01-01,Canada,,1985,
Gerald,Potterton,1931-01-01,United Kingdom,2022-08-01,1952,2022
Tony,Pierce-Roberts,1945-01-01,United Kingdom,,1973,2014
Anne,Belle,1935-06-10,,2003-06-18,,
Jennifer,Nelson,1972-01-01,South Korea,,1994,
Terrence,Malick,1943-01-01,United States,,1969,
Robert,Eber,,,,1978,
Max,Porter,1981-01-01,United States,,2003,
Charles,Wilborn,,,,1967,2002
Edward,French,1951-01-01,United States,,1981,
Klaus,Brandauer,1943-01-01,Germany,,1962,
Dariusz,Wolski,1956-01-01,Poland,,1981,
Elliot,Page,1987-01-01,Canada,,1997,
Judy,Farr,,,,1985,
Neil,Paterson,1915-01-01,Scotland,1995-04-01,,
Anne,Seibel,,,,1984,
John,Korty,1936-01-01,United States,2022-03-09,1957,2022
Harry,Jr.,1925-01-01,United States,2017-10-17,1944,1988
Tommy,Jones,1946-01-01,United States,,1969,
Bruce,Cohen,1961-01-01,United States,,1985,
Angela,Morley,1924-01-01,United Kingdom,2009-01-01,1940,2008
Ernest,Miller,1885-01-01,United States,1957-04-23,1921,1956
Cynthia,Weil,1940-01-01,United States,2023-06-01,,
Eric,Heisserer,1970-01-01,United States,,2005,
Sir,Havelock-Allan,1904-01-01,United Kingdom,2003-01-01,,
David,Bretherton,1924-01-01,United States,2000-05-11,,
Dennis,Leonard,,,,1979,
Ken,Russell,1927-01-01,United Kingdom,2011-11-01,1956,2011
Vincent,Paronnaud,1970-01-01,France,,,
Alan,Baumgarten,1957-01-01,,,1981,
Ken,Shadie,1935-01-01,Australia,2020-06-01,,
David,Weisbert,1915-01-01,United States,1967-07-21,,
Adolphe,Menjou,1890-01-01,United States,1963-10-29,1914,1960
Robert,Armbruster,1897-10-09,United States,1994-06-20,,
Anne,Rosellini,,United States,,,
Frank,Santillo,1912-01-01,United States,1978-06-30,,
Frank,Sinatra,1915-01-01,United States,1998-05-14,1935,1995
Euel,Box,1928-01-01,United States,2017-02-28,,
Veit,Heiduschka,1938-01-01,Austria,,1985,
Barbara,Myerhoff,1935-01-01,United States,1985-01-07,,
Jack,Brooks,1912-01-01,United Kingdom,1971-11-08,,
Gig,Young,1913-01-01,United States,1978-10-19,1940,1978
Bette,Davis,1908-01-01,United States,1989-10-06,1929,1989
Dana,Brunetti,1973-01-01,United States,,,
Jon,Gordon,,,,1997,
Jack,Stephens,,India,,1949,1986
Alice,Doyard,1972-01-01,France,,,
Peter,Gabriel,1950-01-01,United Kingdom,,1965,
Ernest,Haller,1896-01-01,United States,1970-10-21,1920,1965
Tamara,Deverell,,,,,
Bong,Ho,1969-01-01,South Korea,,1994,
Bob,Hoskins,1942-01-01,United Kingdom,2014-04-01,1968,2012
Bread,,1943-01-01,United States,2005-01-11,1963,2005
Bill,Nighy,1949-01-01,United Kingdom,,1969,
Orville,Hampton,1917-01-01,United States,1997-08-08,1950,1984
Martin,Gutteridge,1939-04-01,United Kingdom,,,
Michael,Lloyd,,,,1981,
Andraé,Crouch,1942-01-01,United States,2015-01-08,1966,2014
Megan,Ellison,1986-01-01,United States,,2007,
Stephen,Grimes,1927-01-01,United Kingdom,1988-09-01,1944,1988
Guillaume,Schiffman,,France,,1970,
Mickey,Rooney,1920-01-01,United States,2014-04-06,1926,2014
Mary,McDonnell,1952-01-01,United States,,1972,
Lillian,Hellman,1905-01-01,United States,1984-06-30,,
Coen,brothers,1954-01-01,United States,,1984,
Howard,Lydecker,1911-01-01,Cuba,1969-09-26,,
Richard,Jaeckel,1926-01-01,United States,1997-06-14,1943,1994
Ned,Beatty,1937-01-01,United States,2021-06-13,1956,2013
Charles,Crichton,1910-01-01,United Kingdom ,1999-09-01,1931,1988
Florian,Donnersmarck,1973-01-01,Germany,,1996,
Ashvin,Kumar,,India,,,
Eric,Ambler,1909-01-01,United Kingdom,1998-10-01,,
Bruce,Beresford,1940-01-01,Australia,,1970,
Tom,Hanks,1956-01-01,United States,,1977,
Michael,Sugar,,,,2002,
Christoph,Lauenstein,1962-01-01,Germany,,,
Emma,Stone,1988-01-01,United States,,2004,
Brian,Savegar,1932-01-01,Wales,2007-03-01,1980,2001
Alfonso,Cuarón,1961-01-01,Mexico,,1981,
Frank,Pierson,1925-01-01,United States,2012-07-22,1944,2012
Bruno,Rubeo,1946-01-01,Italy,2011-11-01,1982,2010
Harold,Adamson,1906-01-01,United States,1980-08-17,,
Denys,Arcand,1941-01-01,Canada,,1962,
John,Cox,1908-05-01,United Kingdom,1972-09-01,1931,1973
Mark,Wahlberg,1971-01-01,United States,,1989,
William,Skall,1897-10-05,,1976-03-22,,
Simon,Bright,,,,1996,
Kenneth,Branagh,1960-01-01,Northern Ireland,,1981,
William,Snyder,1901-01-01,United States,1984-03-04,,
Victor,Heerman,1893-01-27,United Kingdom,1977-11-03,1916,1949
Norman,Reynolds,1934-01-01,United Kingdom,2023-04-01,1962,1999
Stephen,Gaghan,1965-01-01,United States,,1995,
Gloria,Katz,1942-01-01,United States,2018-11-25,1973,1994
Rob,Young,1946-01-01,Canada,2023-06-11,1975,2010
Dennis,Liddiard,,,,,
Stephen,Friedman,1937-01-01,United States,1996-10-04,1971,1995
Jeremy,Scahill,1974-01-01,United States,,,
Sergio,Díaz,1969-01-01,Mexico,,,
David,Ward,1945-01-01,United States,,1973,
Joanne,Woodward,1930-01-01,United States,,1950,2013
Ralph,Hammeras,1894-01-01,United States,1970-02-03,1925,1960
Julie,Dartnell,1963-01-01,United Kingdom,,1989,1989
Chris,Miller,1968-01-01,United States,,1988,
Ned,Washington,1901-01-01,United States,1976-12-20,,
Greg,MacGillivray,1945-01-01,,,,
Viola,Davis,1965-01-01,United States,,1988,
Werner,Heymann,1896-01-01,Germany,1961-05-01,1912,1961
Nelson,Sepulveda-Fauser,1967-01-01,Argentina,,,
Edwin,Hahn,1888-01-01,United States,1942-06-01,1939,1939
Johnny,Mercer,1909-01-01,United States,1976-06-25,1930,1976
Terence,Marsh,1931-01-01,United Kingdom,2018-01-01,1955,2001
Don,Hall,1969-01-01,United States,,,
Miike,Snow,1971-01-01,United States,,2003,
Luchino,Visconti,1906-01-01,Italy,1976-03-01,1943,1976
Hal,Riney,1932-01-01,United States,2008-03-24,,
Walter,Strenge,1898-01-01,United States,1974-09-02,1929,1974
Charlotte,Rampling,1946-01-01,United Kingdom,,1963,
Owen,Marks,1899-01-01,United Kingdom,1960-09-01,1928,1961
Nat,Boxer,1925-01-01,United States,2009-12-03,1965,1987
Bruce,Brown,1937-01-01,United States,2017-12-10,,
Alan,Landsburg,1933-01-01,United States,2014-08-13,,
Harley,Miller,,,,1942,1957
Linda,Dowds,,Canada,,,
Luisa,Abel,,,,1992,
Michael,Gore,1951-01-01,United States,,1980,2003
Linwood,Dunn,1904-01-01,United States,1998-05-20,,
Christopher,Walken,1943-01-01,United States,,1952,
Nicholas,Kazan,1945-01-01,United States,,,
Richard,Marks,1943-01-01,United States,2018-12-31,1969,2010
Lucy,Walker,,,,1998,
Jean,Renoir,1894-01-01,France,1979-02-01,1924,1978
Matt,Damon,1970-01-01,United States,,1987,
Trevor,Wood,1953-01-01,United Kingdom,,,
Ian,Wingrove,1944-01-01,United Kingdom,2023-12-01,,
Wolfgang,Reinhardt,1908-01-01,Germany,1979-07-01,1939,1973
Alê,Abreu,1971-01-01,Brazil,,1993,
Brie,Larson,1989-01-01,United States,,1998,
Laura,Karpman,1959-01-01,United States,,1994,
Thorold,Dickinson,1903-01-01,United Kingdom,1984-04-01,1930,1958
Ginger,Rogers,1911-01-01,United States,1995-04-25,1925,1987
John,Sayles,1950-01-01,United States,,1971,
Greta,Garbo,1905-01-01,Sweden,1990-04-01,1920,1941
Lana,Turner,1921-01-01,United States,1995-06-29,1937,1985
Jon,Farhat,,,,1991,
Scott,George,1957-01-01,United States,,,
Kirk,Francis,1947-01-01,United States,,1972,2014
Monica,Collingwood,1908-01-01,United States,1989-10-31,1947,1973
Robert,Blalack,1948-01-01,Panama,2022-02-02,1969,2022
Peter,Ramsey,1962-01-01,United States,,1988,
Huey,News,1952-01-01,United States,,,
David,Lee,,,,,
David,Permut,1954-01-01,United States ,,,
Joseph,Barbera,1911-01-01,United States,2006-12-18,1930,2006
J.,Williams,1930-08-25,,2015-03-22,1962,1991
Eleanor,Perry,1914-01-13,United States,1981-03-14,,
Paul,Raci,1948-01-01,United States,,1987,
Justin,Herman,1907-01-01,United States,1983-12-03,1934,1955
Walt,Martin,1945-01-01,,2014-07-24,1984,2014
David,Puttnam,1941-01-01,United Kingdom,,,
Corinne,Jorry,1943-01-01,,,1974,2009
Lawrence,Kasdan,1949-01-01,United States,,1980,
Arnold,Shapiro,1941-01-01,United States,,,
Thomas,Little,1886-01-01,United States,1985-03-05,1918,1953
Maurice,Richlin,1920-01-01,United States,1990-11-13,1953,1974
Matthew,Freud,1963-01-01,United Kingdom,,,
C.,O'Meara,1943-01-01,United States,2007-05-16,,
Greg,Shapiro,1972-01-01,United States,,,
Walon,Green,1936-01-01,United States,,,
Tom,Ozanich,,,,,
Myron,Kerstein,1970-01-01,United States,,,
Nedrick,Young,1914-01-01,United States,1968-09-16,1943,1968
Laurent,Sénéchal,,,,2002,
Walter,Kent,1911-01-01,United States,1994-03-02,,
Roger,Allers,1949-01-01,United States,,1974,
John,Ireland,1914-01-01,Canada,1992-03-21,1932,1992
William,Tuttle,1912-01-01,United States,2007-07-27,,
Joseph,Kish,1899-01-01,Austria-Hungary,1969-03-14,1942,1966
James,Bissell,1951-01-01,United States,,1977,
Del,Andrews,1894-01-01,United States,1942-10-27,,
James,Stephenson,1889-01-01,United Kingdom,1941-07-01,1937,1941
John,Dykstra,1947-01-01,United States,,1971,
Claudine,West,1890-01-01,United Kingdom,1943-04-01,1929,1943
Jason,Ruder,,,,,
Richard,Riedel,1904-01-01,,1960-03-18,1937,1960
Charles,Campbell,1930-01-01,United States,2013-06-21,1959,2008
Christopher,Nolan,1970-01-01,United Kingdom,,1993,
Robert,Litt,,,,1964,2000
Hunt,Stromberg,1894-01-01,United States,1968-08-23,1921,1951
Sessue,Hayakawa,1886-01-01,Japan,1973-11-23,1914,1966
Mona,Fastvold,1981-01-01,Norway,,1997,
Marilyn,Vance,,,,1980,
Kazuo,Ishiguro,1954-01-01,Japan,,1981,
Franklin,Hansen,1897-01-01,,1982-01-13,1928,1961
Clarence,Brown,1890-01-01,United States,1987-08-17,1915,1953
James,Harrison,1976-01-01,United Kingdom,,1999,
Moss,Mabry,1918-01-01,United States,2006-01-25,,
Joshua,Logan,1908-01-01,United States,1988-07-12,1932,1987
Frank,Eulner,1963-01-01,United States,,1986,1986
Al,Nelson,,,,,
Harold,Arlen,1905-01-01,United States,1986-04-23,,
John,Lithgow,1945-01-01,United States,,1972,
Anders,Langlands,,,,2004,
Jason,Canovas,,United Kingdom ,,1993,
Alison,Owen,1961-01-01,United Kingdom,,1988,
Peter,Straughan,1968-01-01,,,,
William,Menzies,1896-01-01,United States,1957-03-05,1917,1956
Ildikó,Enyedi,1955-01-01,Hungary,,1989,
Don,Mankiewicz,1922-01-01,Germany,2015-04-25,1953,1977
Cord,Jefferson,,United States,,,
Thomas,Curley,1976-01-01,United States,,2002,
Todd,Black,1960-01-01,United States,,1986,
Jeremy,Irons,1948-01-01,United Kingdom,,1969,
Marvin,Hamlisch,1944-01-01,United States,2012-08-06,1965,2012
Rob,Bottin,1959-01-01,United States,,1976,2014
Gareth,Ellis-Unwin,1972-01-01,Germany,,,
Robert,Benton,1932-01-01,United States,,1967,2007
Adrien,Morot,1970-01-01,Canada,,1993,
Eric,Roberts,1956-01-01,United States,,1974,
Philip,Kaufman,1936-01-01,United States,,1964,2012
Jules,Furthman,1888-01-01,United States,1966-09-22,1915,1959
Jack,Clayton,1921-01-01,United Kingdom,1995-02-01,1936,1992
George,Segal,1934-01-01,United States,2021-03-23,1955,2021
Fred,Astaire,1899-01-01,United States,1987-06-22,1904,1981
Ralph,Brinton,1895-01-01,United Kingdom,1975-01-01,1935,1963
David,Anderson,,,,1986,
Elaine,May,1932-01-01,United States,,1955,
Ken,Weston,1947-01-01,United Kingdom,2001-04-01,1974,2001
Adrian,Quesada,,United States,,2000,
Mac,Dalgleish,1901-01-01,United States,1974-12-31,1925,1957
Paul,Rotha,1907-01-01,United Kingdom,1984-03-01,,
Jeff,White,,,,1993,
Andrew,Sugerman,,United States,,,
James,Alexander,1930-01-01,United States,2019-08-19,1956,1993
Hugo,Friedhofer,1901-01-01,United States,1981-05-17,,
David,DePatie,1929-01-01,United States,2021-09-23,1957,1985
Harry,Gerstad,1909-01-11,,2002-07-17,,
Burny,Mattinson,1935-01-01,United States,2023-02-27,1953,2023
Quvenzhané,Wallis,2003-01-01,United States,,2012,
Ben,Johnson,1918-01-01,United States,1996-04-08,1939,1996
Nadia,Stacey,,,,,
The,Walden,1966-01-01,,,2005,
Terri,Tatchell,1978-01-01,Canada,,2006,
Willem,Dafoe,1955-01-01,United States,,1975,
Burt,Sugarman,1939-01-01,United States,,,
Glen,Campbell,1936-01-01,United States,2017-08-08,1950,2013
Freddie,Young,1902-01-01,United Kingdom,1998-12-01,1920,1984
Peter,Foldes,1924-01-01,Hungary,1977-03-01,,
Mark,Sullivan,,,,1982,
Michaela,Pavlátová,1961-01-01,Czech Republic,,1987,
Barry,Thomas,1932-01-01,United States,2017-10-04,1966,1999
Billy,Ray,1962-01-01,United States,,,
Samantha,Morton,1977-01-01,United Kingdom,,1991,
Nick,Vallelonga,1959-01-01,United States,,1972,
Marcel,Ophuls,1927-01-01,Germany,,1950,
Jim,Rash,1971-01-01,United States,,1995,
Jon,Batiste,1986-01-01,United States ,,1998,
Paul,Gooch,,,,,
Hugo,Guinness,1959-01-01,United Kingdom,,,
Roger,Heman,1932-01-01,,1989-11-13,1968,1987
Larry,McMurtry,1936-01-01,United States,2021-03-25,1961,2021
Stephen,James,,,,2005,
Marc,Turtletaub,1946-01-01,United States,,,
Warren,Low,1905-01-01,United States,1989-07-27,,
Betty,Compson,1897-01-01,United States,1974-04-18,1915,1948
Merle,Oberon,1911-01-01,India,1979-11-01,1928,1973
Michael,Wilkinson,1970-10-01,Australia,,1994,
George,Stevens,1904-01-01,United States,1975-03-08,1915,1970
Sid,Ramin,1919-01-01,United States,2019-07-01,1950,2019
Ed,Hirsh,,,,1980,
Alberto,Colombo,1888-11-27,United States,1954-03-24,1934,1954
Chris,Columbus,1958-01-01,United States,,1984,
Rick,Kline,,,,1978,
John,Powell,,United Kingdom,,1989,
William,Hickey,1927-01-01,United States,1997-06-29,1938,1997
Tim,Burton,1958-01-01,United States,,1971,
Franco,BrUnited Statesti,1922-01-01,Italy,1993-02-01,1948,1989
Sarah,Miles,1941-01-01,United Kingdom,,1961,2004
Colin,Low,1926-01-01,Canada,2016-02-24,1946,2000
Graham,Broadbent,,United Kingdom,,1997,
Peter,Schamoni,1934-01-01,Germany,2011-06-01,1957,2011
Sydney,Boehm,1908-01-01,United States,1990-06-25,,
Willie,Burton,,United States,,1975,
John,Irving,1942-01-01,United States,,,
Gillian,Welch,1969-01-01,United States,,,
Vivian,Baker,,,,,
Ross,Lowell,1926-01-01,United States,2019-01-10,,
Ben,Roberts,1916-03-23,United States,1984-05-12,1942,1984
Thomas,Stanford,1924-01-01,Germany,2017-12-23,1955,1988
Amanda,Knight,,United Kingdom,,1988,
Christophe,Barratier,1963-01-01,France,,1996,
Sidney,Wagner,1901-01-01,United States,1947-07-07,,
Yuli,Raizman,1903-01-01,Russia,1994-12-01,1924,1989
Fay,Bainter,1893-01-01,United States,1968-04-16,1907,1961
Dido,Armstrong,1971-01-01,United Kingdom,,1995,
Ranald,MacDougall,1915-01-01,United States,1973-12-12,,
Walton,Ament,1907-01-07,United States,1968-01-23,,
Michael,Tolkin,1950-01-01,United States,,,
Hank,Moonjean,1930-01-01,United States,2012-10-07,,
Peter,Finch,1916-01-01,United Kingdom,1977-01-01,1934,1977
Paul,Lerpae,1900-01-01,Mexico,1989-10-05,1936,1968
Bombay,Jayashri,1964-01-01,India,,1982,
Adam,Davidson,1964-01-01,United States,,1989,
Nigel,Hawthorne,1929-01-01,United Kingdom,2001-12-01,1950,2001
Richard,Barthelmess,1895-01-01,United States,1963-08-17,1916,1942
Michel,Gondry,1963-01-01,France,,1986,
Allan,Starski,1943-01-01,Poland,,1973,
David,Dryer,,,,,
Ernest,Tidyman,1928-01-01,United States,1984-07-14,,
Steve,Box,1967-01-01,United Kingdom,,1984,
Harry,Rapf,1880-10-01,United States,1949-02-01,1917,1949
Ernest,Archer,1910-01-01,,1990-07-01,1947,1983
Ismail,Merchant,1936-01-01,India,2005-05-01,1960,2005
Hugh,Robertson,1932-01-01,United States,1988-01-10,,
Rodrigo,Teixeira,,Brazil,,2004,
Greg,Nelson,,,,1986,
Paul,Williams,1940-01-01,United States,,1964,
Arthur,Freed,1894-01-01,United States,1973-04-12,,
Richard,Shorr,1942-01-01,United States,2001-08-13,1974,2001
Todd,Phillips,1970-01-01,United States,,1993,
Lyle,Wheeler,1905-01-01,United States,1990-01-10,1936,1978
Sissy,Spacek,1949-01-01,United States,,1968,
Gene,Hackman,1930-01-01,United States,2025-02-18,1956,2004
Brendan,Fraser,1968-01-01,United States,,1990,
Richard,Lawrence,,,,1976,2008
Frank,Keller,1913-01-01,United States,1977-12-25,1943,1977
Walter,Scharf,1910-01-01,United States,2003-02-24,,
Malcolm,Bert,1902-01-01,,1973-03-18,1953,1973
Beverly,Shaffer,1945-01-01,Canada,,,
Richard,Friedenberg,,United States,,,
Robert,Habros,,,,1986,
Stephan,Moccio,1972-01-01,Canada,,,
Horace,Woodard,1904-01-01,United States,1973-04-20,1934,1951
Robert,Wyler,1900-01-01,Germany,1971-01-17,1923,1961
Chris,Greenham,1923-04-01,United Kingdom,1989-01-01,,
Scarlett,Johansson,1984-01-01,United States,,1994,
Peter,Firth,1953-01-01,United Kingdom,,1958,
Rosie,Goodwin,,,,2006,
Paul,Sheriff,1903-01-01,Russia,1960-09-01,1940,1960
Daniel,Pemberton,1977-01-01,United Kingdom,,,
Peter,Sciberras,,,,,
Justine,Shapiro,1963-01-01,South Africa,,1992,
Suzie,Templeton,1967-01-01,United Kingdom,,,
Jim,Poynter,1943-01-01,United States,,1981,2004
Georges,Périnal,1897-01-01,France,1965-04-01,,
Raphaela,Neihausen,1976-01-01,United States,,,
Nancy,Dowd,1945-01-01,United States,,,
Tom,Myers,,,,1990,
Claude,Sautet,1924-01-01,France,2000-07-01,,
Paul,Hogan,1939-01-01,Australia,,1971,
Aaron,Rochin,,,,1967,1998
Peter,Allen,1944-01-01,Australia,1992-06-01,1959,1992
Hiroshi,Inagaki,1905-01-01,Japan,1980-05-01,1923,1979
Judd,Hirsch,1935-01-01,United States,,1959,
Joseph,Brun,1907-01-01,France,1998-11-13,1951,1974
Nathaniel,Kahn,1962-01-01,United States,,,
James,Mason,1909-01-01,United Kingdom,1984-07-01,1931,1984
Tom,Daly,1918-01-01,Canada,2011-09-18,1940,1984
John,Mathieson,1961-01-01,United Kingdom,,1988,
Richard,Farnsworth,1920-01-01,United States,2000-10-06,1937,1999
Judy,Becker,,,,1989,
Peter,Bogdanovich,1939-01-01,United States,2022-01-06,1959,2022
Adolph,Zukor,1873-01-01,Austria-Hungary,1976-06-10,1903,1959
Heidi,Ewing,,,,,
Rob,Coleman,1964-01-01,Canada,,1987,
Robert,Loggia,1930-01-01,United States,2015-12-04,1951,2015
Basil,Rathbone,1892-01-01,South Africa,1967-07-01,1911,1967
Son,Lux,,,,2008,
Dave,Crossman,1970-01-01,United Kingdom,,1997,
Melina,Mercouri,1920-01-01,Greece,1994-03-01,,
Jack,Palance,1919-01-01,United States,2006-11-10,1947,2004
John,Halas,1912-04-01,Austria-Hungary,1995-01-01,1936,1995
John,Dower,1938-01-01,United States,,,
Leslie,Bricusse,1931-01-01,United Kingdom,2021-10-01,1952,2021
John,Dall,1920-01-01,United States,1971-01-15,1941,1965
William,Steinkamp,1953-01-01,,,1977,
Dave,McMoyler,,,,1987,
Michael,Westmore,1938-01-01,United States,,1961,2005
Henri-Georges,Clouzot,1907-01-01,France,1977-01-01,1931,1968
Harold,Stine,1903-09-21,United States,1977-11-02,1951,1972
Larry,Stensvold,,,,1980,
Jan,Kaczmarek,1953-01-01,Poland,2024-05-01,1977,2024
Mathilde,Bonnefoy,1972-01-01,France,,,
Hans,Kiebach,1930-01-01,,1995-05-01,1951,1987
Gigi,Williams,1950-01-01,,,,
Arthur,Lawson,1908-01-01,United Kingdom,1970-01-01,1942,1969
Birger,Larsen,1961-01-01,Denmark,2016-10-01,,
Eric,Brevig,1957-01-01,,,,
Adolph,Green,1914-01-01,United States,2002-10-23,1944,2002
Christine,Choy,1952-01-01,China,,,
Hal,Millar,1913-01-01,United States,1991-08-12,,
Leslie,Tomkins,1948-01-01,United Kingdom,,1977,2005
Claudia,Stolze,,,,,
Sam,Waterston,1940-01-01,United States,,1962,
Pamela,Goldammer,,,,,
Eugène,Lourié,1903-04-01,Russia,1991-05-01,,
William,Austin,1903-01-01,Canada,1993-12-28,,
Boris,Leven,1908-01-01,Russia,1986-10-01,1938,1986
Bing,Crosby,1903-01-01,United States,1977-10-14,1923,1977
Karen,Goodman,,,,1978,
Robert,Grasse,1900-01-01,United States,1971-01-28,,
Robert,Thirlwell,,,,1978,1998
Sue,Goffe,,,,1995,
Shaun,Tan,1974-01-01,Australia,,,
Kristen,Anderson-Lopez,1972-01-01,United States,,,
Jeff,Levy-Hinte,,United States,,,
Mathangi,Arulpragasam,1975-01-01,United Kingdom,,2000,
A.,Rahman,1967-01-01,India,,1992,
Michael,Lennox,,Northern Ireland,,2008,
