firstName,lastName,movieTitle,releaseYear,iteration,categoryName,isWinner
Niki,Marvin,The Shawshank Redemption,1994,67th,Best Picture,no
Mel,Gibson,Braveheart,1995,68th,Best Picture,yes
Alan,Ladd Jr.,Braveheart,1995,68th,Best Picture,yes
Bruce,Davey,Braveheart,1995,68th,Best Picture,yes
Brian,Grazer,Apollo 13,1995,68th,Best Picture,no
Bill,Miller,Babe,1995,68th,Best Picture,no
George,Miller,Babe,1995,68th,Best Picture,no
Doug,Mitchell,Babe,1995,68th,Best Picture,no
Mario,Cecchi Gori,The Postman (Il Postino),1995,68th,Best Picture,no
Vittorio,Cecchi Gori,The Postman (Il Postino),1995,68th,Best Picture,no
Gaetano,Daniele,The Postman (Il Postino),1995,68th,Best Picture,no
Lindsay,Doran,Sense and Sensibility,1995,68th,Best Picture,no
Saul,Zaentz,The English Patient,1996,69th,Best Picture,yes
Ethan,Coen,Fargo,1996,69th,Best Picture,no
James,L. Brooks,Jerry Maguire,1996,69th,Best Picture,no
Laurence,Mark,Jerry Maguire,1996,69th,Best Picture,no
Richard,Sakai,Jerry Maguire,1996,69th,Best Picture,no
Cameron,Crowe,Jerry Maguire,1996,69th,Best Picture,no
Simon,Channing-Williams,Secrets & Lies,1996,69th,Best Picture,no
Jane,Scott,Shine,1996,69th,Best Picture,no
James,Cameron,Titanic,1997,70th,Best Picture,yes
Jon,Landau,Titanic,1997,70th,Best Picture,yes
James,L. Brooks,As Good as It Gets,1997,70th,Best Picture,no
Kristi,Zea,As Good as It Gets,1997,70th,Best Picture,no
Uberto,Pasolini,The Full Monty,1997,70th,Best Picture,no
Lawrence,Bender,Good Will Hunting,1997,70th,Best Picture,no
Curtis,Hanson,L.A. Confidential,1997,70th,Best Picture,no
Arnon,Milchan,L.A. Confidential,1997,70th,Best Picture,no
Michael,Nathanson,L.A. Confidential,1997,70th,Best Picture,no
David,Parfitt,Shakespeare in Love,1998,71st,Best Picture,yes
Donna,Gigliotti,Shakespeare in Love,1998,71st,Best Picture,yes
Harvey,Weinstein,Shakespeare in Love,1998,71st,Best Picture,yes
Edward,Zwick,Shakespeare in Love,1998,71st,Best Picture,yes
Marc,Norman,Shakespeare in Love,1998,71st,Best Picture,yes
Alison,Owen,Elizabeth,1998,71st,Best Picture,no
Eric,Fellner,Elizabeth,1998,71st,Best Picture,no
Tim,Bevan,Elizabeth,1998,71st,Best Picture,no
Elda,Ferri,Life Is Beautiful,1997,71st,Best Picture,no
Gianluigi,Braschi,Life Is Beautiful,1997,71st,Best Picture,no
Steven,Spielberg,Saving Private Ryan,1998,71st,Best Picture,no
Ian,Bryce,Saving Private Ryan,1998,71st,Best Picture,no
Mark,Gordon,Saving Private Ryan,1998,71st,Best Picture,no
Gary,Levinsohn,Saving Private Ryan,1998,71st,Best Picture,no
Grant,Hill,The Thin Red Line,1998,71st,Best Picture,no
Bruce,Cohen,American Beauty,1999,72nd,Best Picture,yes
Dan,Jinks,American Beauty,1999,72nd,Best Picture,yes
Richard,N. Gladstein,The Cider House Rules,1999,72nd,Best Picture,no
Frank,Darabont,The Green Mile,1999,72nd,Best Picture,no
David,Valdes,The Green Mile,1999,72nd,Best Picture,no
Pieter,Jan Brugge,The Insider,1999,72nd,Best Picture,no
Michael,Mann,The Insider,1999,72nd,Best Picture,no
Frank,Marshall,The Sixth Sense,1999,72nd,Best Picture,no
Kathleen,Kennedy,The Sixth Sense,1999,72nd,Best Picture,no
Barry,Mendel,The Sixth Sense,1999,72nd,Best Picture,no
Douglas,Wick,Gladiator,2000,73rd,Best Picture,yes
David,Franzoni,Gladiator,2000,73rd,Best Picture,yes
Branko,Lustig,Gladiator,2000,73rd,Best Picture,yes
David,Brown,Chocolat,2000,73rd,Best Picture,no
William,Kong,"Crouching Tiger, Hidden Dragon",2000,73rd,Best Picture,no
Hsu,Li-kong,"Crouching Tiger, Hidden Dragon",2000,73rd,Best Picture,no
Ang,Lee,"Crouching Tiger, Hidden Dragon",2000,73rd,Best Picture,no
Danny,DeVito,Erin Brockovich,2000,73rd,Best Picture,no
Michael,Shamberg,Erin Brockovich,2000,73rd,Best Picture,no
Stacey,Sher,Erin Brockovich,2000,73rd,Best Picture,no
Edward,Zwick,Traffic,2000,73rd,Best Picture,no
Marshall,Herskovitz,Traffic,2000,73rd,Best Picture,no
Brian,Grazer,A Beautiful Mind,2001,74th,Best Picture,yes
Ron,Howard,A Beautiful Mind,2001,74th,Best Picture,yes
Robert,Altman,Gosford Park,2001,74th,Best Picture,no
Bob,Balaban,Gosford Park,2001,74th,Best Picture,no
Ross,Katz,In the Bedroom,2001,74th,Best Picture,no
Todd,Field,In the Bedroom,2001,74th,Best Picture,no
Peter,Jackson,The Lord of the Rings: The Fellowship of the Ring,2001,74th,Best Picture,no
Fran,Walsh,The Lord of the Rings: The Fellowship of the Ring,2001,74th,Best Picture,no
Barrie,M. Osborne,The Lord of the Rings: The Fellowship of the Ring,2001,74th,Best Picture,no
Baz,Luhrmann,Moulin Rouge!,2001,74th,Best Picture,no
Fred,Baron,Moulin Rouge!,2001,74th,Best Picture,no
Martin,Richards,Chicago,2002,75th,Best Picture,yes
Alberto,Grimaldi,Gangs of New York,2002,75th,Best Picture,no
Harvey,Weinstein,Gangs of New York,2002,75th,Best Picture,no
Scott,Rudin,The Hours,2002,75th,Best Picture,no
Robert,Fox,The Hours,2002,75th,Best Picture,no
Barrie,M. Osborne,The Lord of the Rings: The Two Towers,2002,75th,Best Picture,no
Fran,Walsh,The Lord of the Rings: The Two Towers,2002,75th,Best Picture,no
Peter,Jackson,The Lord of the Rings: The Two Towers,2002,75th,Best Picture,no
Roman,Polanski,The Pianist,2002,75th,Best Picture,no
Alain,Sarde,The Pianist,2002,75th,Best Picture,no
Barrie,M. Osborne,The Lord of the Rings: The Return of the King,2003,76th,Best Picture,yes
Peter,Jackson,The Lord of the Rings: The Return of the King,2003,76th,Best Picture,yes
Fran,Walsh,The Lord of the Rings: The Return of the King,2003,76th,Best Picture,yes
Ross,Katz,Lost in Translation,2003,76th,Best Picture,no
Sofia,Coppola,Lost in Translation,2003,76th,Best Picture,no
Samuel,Goldwyn Jr.,Master and Commander: The Far Side of the World,2003,76th,Best Picture,no
Peter,Weir,Master and Commander: The Far Side of the World,2003,76th,Best Picture,no
Duncan,Henderson,Master and Commander: The Far Side of the World,2003,76th,Best Picture,no
Robert,Lorenz,Mystic River,2003,76th,Best Picture,no
Clint,Eastwood,Mystic River,2003,76th,Best Picture,no
Kathleen,Kennedy,Seabiscuit,2003,76th,Best Picture,no
Frank,Marshall,Seabiscuit,2003,76th,Best Picture,no
Gary,Ross,Seabiscuit,2003,76th,Best Picture,no
Clint,Eastwood,Million Dollar Baby,2004,77th,Best Picture,yes
Albert,S. Ruddy,Million Dollar Baby,2004,77th,Best Picture,yes
Tom,Rosenberg,Million Dollar Baby,2004,77th,Best Picture,yes
Michael,Mann,The Aviator,2004,77th,Best Picture,no
Graham,King,The Aviator,2004,77th,Best Picture,no
Richard,N. Gladstein,Finding Neverland,2004,77th,Best Picture,no
Nellie,Bellflower,Finding Neverland,2004,77th,Best Picture,no
Taylor,Hackford,Ray,2004,77th,Best Picture,no
Stuart,Benjamin,Ray,2004,77th,Best Picture,no
Howard,Baldwin,Ray,2004,77th,Best Picture,no
Michael,London,Sideways,2004,77th,Best Picture,no
Paul,Haggis,Crash,2004,78th,Best Picture,yes
Cathy,Schulman,Crash,2004,78th,Best Picture,yes
Diana,Ossana,Brokeback Mountain,2005,78th,Best Picture,no
James,Schamus,Brokeback Mountain,2005,78th,Best Picture,no
Caroline,Baron,Capote,2005,78th,Best Picture,no
William,Vince,Capote,2005,78th,Best Picture,no
Michael,Ohoven,Capote,2005,78th,Best Picture,no
Grant,Heslov,"Good Night, and Good Luck",2005,78th,Best Picture,no
Steven,Spielberg,Munich,2005,78th,Best Picture,no
Kathleen,Kennedy,Munich,2005,78th,Best Picture,no
Barry,Mendel,Munich,2005,78th,Best Picture,no
Graham,King,The Departed,2006,79th,Best Picture,yes
Alejandro,González Iñárritu,Babel,2006,79th,Best Picture,no
Steve,Golin,Babel,2006,79th,Best Picture,no
Jon,Kilik,Babel,2006,79th,Best Picture,no
Clint,Eastwood,Letters from Iwo Jima,2006,79th,Best Picture,no
Steven,Spielberg,Letters from Iwo Jima,2006,79th,Best Picture,no
Robert,Lorenz,Letters from Iwo Jima,2006,79th,Best Picture,no
David,T. Friendly,Little Miss Sunshine,2006,79th,Best Picture,no
Peter,Saraf,Little Miss Sunshine,2006,79th,Best Picture,no
Marc,Turtletaub,Little Miss Sunshine,2006,79th,Best Picture,no
Andy,Harries,The Queen,2006,79th,Best Picture,no
Christine,Langan,The Queen,2006,79th,Best Picture,no
Tracey,Seaward,The Queen,2006,79th,Best Picture,no
Scott,Rudin,No Country for Old Men,2007,80th,Best Picture,yes
Joel,Coen,No Country for Old Men,2007,80th,Best Picture,yes
Ethan,Coen,No Country for Old Men,2007,80th,Best Picture,yes
Tim,Bevan,Atonement,2007,80th,Best Picture,no
Eric,Fellner,Atonement,2007,80th,Best Picture,no
Paul,Webster,Atonement,2007,80th,Best Picture,no
Mason,Novick,Juno,2007,80th,Best Picture,no
Jennifer,Fox,Michael Clayton,2007,80th,Best Picture,no
Sydney,Pollack,Michael Clayton,2007,80th,Best Picture,no
Paul,Thomas Anderson,There Will Be Blood,2007,80th,Best Picture,no
Daniel,Lupi,There Will Be Blood,2007,80th,Best Picture,no
JoAnne,Sellar,There Will Be Blood,2007,80th,Best Picture,no
Christian,Colson,Slumdog Millionaire,2008,81st,Best Picture,yes
Kathleen,Kennedy,The Curious Case of Benjamin Button,2008,81st,Best Picture,no
Frank,Marshall,The Curious Case of Benjamin Button,2008,81st,Best Picture,no
Ceán,Chaffin,The Curious Case of Benjamin Button,2008,81st,Best Picture,no
Ron,Howard,Frost/Nixon,2008,81st,Best Picture,no
Brian,Grazer,Frost/Nixon,2008,81st,Best Picture,no
Eric,Fellner,Frost/Nixon,2008,81st,Best Picture,no
Bruce,Cohen,Milk,2008,81st,Best Picture,no
Dan,Jinks,Milk,2008,81st,Best Picture,no
Anthony,Minghella,The Reader,2008,81st,Best Picture,no
Sydney,Pollack,The Reader,2008,81st,Best Picture,no
Donna,Gigliotti,The Reader,2008,81st,Best Picture,no
Redmond,Morris,The Reader,2008,81st,Best Picture,no
Kathryn,Bigelow,The Hurt Locker,2008,82nd,Best Picture,yes
Mark,Boal,The Hurt Locker,2008,82nd,Best Picture,yes
Nicolas,Chartier,The Hurt Locker,2008,82nd,Best Picture,yes
Greg,Shapiro,The Hurt Locker,2008,82nd,Best Picture,yes
James,Cameron,Avatar,2009,82nd,Best Picture,no
Jon,Landau,Avatar,2009,82nd,Best Picture,no
Andrew,Kosove,The Blind Side,2009,82nd,Best Picture,no
Broderick,Johnson,The Blind Side,2009,82nd,Best Picture,no
Peter,Jackson,District 9,2009,82nd,Best Picture,no
Carolynne,Cunningham,District 9,2009,82nd,Best Picture,no
Finola,Dwyer,An Education,2009,82nd,Best Picture,no
Amanda,Posey,An Education,2009,82nd,Best Picture,no
Lawrence,Bender,Inglourious Basterds,2009,82nd,Best Picture,no
Lee,Daniels,"Precious: Based on the Novel ""Push"" by Sapphire",2009,82nd,Best Picture,no
Gary,Magness,"Precious: Based on the Novel ""Push"" by Sapphire",2009,82nd,Best Picture,no
Joel,Coen,A Serious Man,2009,82nd,Best Picture,no
Ethan,Coen,A Serious Man,2009,82nd,Best Picture,no
Jonas,Rivera,Up,2009,82nd,Best Picture,no
Daniel,Dubiecki,Up in the Air,2009,82nd,Best Picture,no
Ivan,Reitman,Up in the Air,2009,82nd,Best Picture,no
Jason,Reitman,Up in the Air,2009,82nd,Best Picture,no
Iain,Canning,The King's Speech,2010,83rd,Best Picture,yes
Emile,Sherman,The King's Speech,2010,83rd,Best Picture,yes
Gareth,Unwin,The King's Speech,2010,83rd,Best Picture,yes
Mike,Medavoy,Black Swan,2010,83rd,Best Picture,no
Brian,Oliver,Black Swan,2010,83rd,Best Picture,no
David,Hoberman,The Fighter,2010,83rd,Best Picture,no
Todd,Lieberman,The Fighter,2010,83rd,Best Picture,no
Mark,Wahlberg,The Fighter,2010,83rd,Best Picture,no
Christopher,Nolan,Inception,2010,83rd,Best Picture,no
Emma,Thomas,Inception,2010,83rd,Best Picture,no
Gary,Gilbert,The Kids Are All Right,2010,83rd,Best Picture,no
Jeffrey,Levy-Hinte,The Kids Are All Right,2010,83rd,Best Picture,no
Celine,Rattray,The Kids Are All Right,2010,83rd,Best Picture,no
Danny,Boyle,127 Hours,2010,83rd,Best Picture,no
John,Smithson,127 Hours,2010,83rd,Best Picture,no
Christian,Colson,127 Hours,2010,83rd,Best Picture,no
Dana,Brunetti,The Social Network,2010,83rd,Best Picture,no
Ceán,Chaffin,The Social Network,2010,83rd,Best Picture,no
Michael,De Luca,The Social Network,2010,83rd,Best Picture,no
Scott,Rudin,The Social Network,2010,83rd,Best Picture,no
Darla,K. Anderson,Toy Story 3,2010,83rd,Best Picture,no
Joel,Coen,True Grit,2010,83rd,Best Picture,no
Ethan,Coen,True Grit,2010,83rd,Best Picture,no
Scott,Rudin,True Grit,2010,83rd,Best Picture,no
Alix,Madigan,Winter's Bone,2010,83rd,Best Picture,no
Anne,Rosellini,Winter's Bone,2010,83rd,Best Picture,no
Thomas,Langmann,The Artist,2011,84th,Best Picture,yes
Jim,Burke,The Descendants,2011,84th,Best Picture,no
Alexander,Payne,The Descendants,2011,84th,Best Picture,no
Jim,Taylor,The Descendants,2011,84th,Best Picture,no
Scott,Rudin,Extremely Loud & Incredibly Close,2011,84th,Best Picture,no
Brunson,Green,The Help,2011,84th,Best Picture,no
Chris,Columbus,The Help,2011,84th,Best Picture,no
Michael,Barnathan,The Help,2011,84th,Best Picture,no
Graham,King,Hugo,2011,84th,Best Picture,no
Martin,Scorsese,Hugo,2011,84th,Best Picture,no
Letty,Aronson,Midnight in Paris,2011,84th,Best Picture,no
Stephen,Tenenbaum,Midnight in Paris,2011,84th,Best Picture,no
Michael,De Luca,Moneyball,2011,84th,Best Picture,no
Rachael,Horovitz,Moneyball,2011,84th,Best Picture,no
Brad,Pitt,Moneyball,2011,84th,Best Picture,no
Sarah,Green,The Tree of Life,2011,84th,Best Picture,no
Bill,Pohlad,The Tree of Life,2011,84th,Best Picture,no
Dede,Gardner,The Tree of Life,2011,84th,Best Picture,no
Grant,Hill,The Tree of Life,2011,84th,Best Picture,no
Steven,Spielberg,War Horse,2011,84th,Best Picture,no
Kathleen,Kennedy,War Horse,2011,84th,Best Picture,no
Grant,Heslov,Argo,2012,85th,Best Picture,yes
Ben,Affleck,Argo,2012,85th,Best Picture,yes
George,Clooney,Argo,2012,85th,Best Picture,yes
Margaret,Menegoz,Amour,2012,85th,Best Picture,no
Stefan,Arndt,Amour,2012,85th,Best Picture,no
Veit,Heiduschka,Amour,2012,85th,Best Picture,no
Michael,Katz,Amour,2012,85th,Best Picture,no
Stacey,Sher,Django Unchained,2012,85th,Best Picture,no
Reginald,Hudlin,Django Unchained,2012,85th,Best Picture,no
Pilar,Savone,Django Unchained,2012,85th,Best Picture,no
Ang,Lee,Life of Pi,2012,85th,Best Picture,no
David,Womark,Life of Pi,2012,85th,Best Picture,no
Steven,Spielberg,Lincoln,2012,85th,Best Picture,no
Kathleen,Kennedy,Lincoln,2012,85th,Best Picture,no
Tim,Bevan,Les Misérables,2012,85th,Best Picture,no
Eric,Fellner,Les Misérables,2012,85th,Best Picture,no
Debra,Hayward,Les Misérables,2012,85th,Best Picture,no
Cameron,Mackintosh,Les Misérables,2012,85th,Best Picture,no
Donna,Gigliotti,Silver Linings Playbook,2012,85th,Best Picture,no
Bruce,Cohen,Silver Linings Playbook,2012,85th,Best Picture,no
Mark,Boal,Zero Dark Thirty,2012,85th,Best Picture,no
Kathryn,Bigelow,Zero Dark Thirty,2012,85th,Best Picture,no
Megan,Ellison,Zero Dark Thirty,2012,85th,Best Picture,no
Brad,Pitt,12 Years a Slave,2013,86th,Best Picture,yes
Dede,Gardner,12 Years a Slave,2013,86th,Best Picture,yes
Jeremy,Kleiner,12 Years a Slave,2013,86th,Best Picture,yes
Steve,McQueen,12 Years a Slave,2013,86th,Best Picture,yes
Anthony,Katagas,12 Years a Slave,2013,86th,Best Picture,yes
Charles,Roven,American Hustle,2013,86th,Best Picture,no
Richard,Suckle,American Hustle,2013,86th,Best Picture,no
Megan,Ellison,American Hustle,2013,86th,Best Picture,no
Scott,Rudin,Captain Phillips,2013,86th,Best Picture,no
Dana,Brunetti,Captain Phillips,2013,86th,Best Picture,no
Michael,De Luca,Captain Phillips,2013,86th,Best Picture,no
Robbie,Brenner,Dallas Buyers Club,2013,86th,Best Picture,no
Rachel,Winter,Dallas Buyers Club,2013,86th,Best Picture,no
Alfonso,Cuarón,Gravity,2013,86th,Best Picture,no
David,Heyman,Gravity,2013,86th,Best Picture,no
Megan,Ellison,Her,2013,86th,Best Picture,no
Spike,Jonze,Her,2013,86th,Best Picture,no
Vincent,Landay,Her,2013,86th,Best Picture,no
Albert,Berger,Nebraska,2013,86th,Best Picture,no
Ron,Yerxa,Nebraska,2013,86th,Best Picture,no
Gabrielle,Tana,Philomena,2013,86th,Best Picture,no
Steve,Coogan,Philomena,2013,86th,Best Picture,no
Tracey,Seaward,Philomena,2013,86th,Best Picture,no
Martin,Scorsese,The Wolf of Wall Street,2013,86th,Best Picture,no
Leonardo,DiCaprio,The Wolf of Wall Street,2013,86th,Best Picture,no
Joey,McFarland,The Wolf of Wall Street,2013,86th,Best Picture,no
Emma,Tillinger Koskoff,The Wolf of Wall Street,2013,86th,Best Picture,no
Alejandro,G. Iñárritu,Birdman or (The Unexpected Virtue of Ignorance),2014,87th,Best Picture,yes
John,Lesher,Birdman or (The Unexpected Virtue of Ignorance),2014,87th,Best Picture,yes
James,W. Skotchdopole,Birdman or (The Unexpected Virtue of Ignorance),2014,87th,Best Picture,yes
Clint,Eastwood,American Sniper,2014,87th,Best Picture,no
Andrew,Lazar,American Sniper,2014,87th,Best Picture,no
Robert,Lorenz,American Sniper,2014,87th,Best Picture,no
Bradley,Cooper,American Sniper,2014,87th,Best Picture,no
Peter,Morgan,American Sniper,2014,87th,Best Picture,no
Richard,Linklater,Boyhood,2014,87th,Best Picture,no
Cathleen,Sutherland,Boyhood,2014,87th,Best Picture,no
Wes,Anderson,The Grand Budapest Hotel,2014,87th,Best Picture,no
Scott,Rudin,The Grand Budapest Hotel,2014,87th,Best Picture,no
Steven,Rales,The Grand Budapest Hotel,2014,87th,Best Picture,no
Jeremy,Dawson,The Grand Budapest Hotel,2014,87th,Best Picture,no
Nora,Grossman,The Imitation Game,2014,87th,Best Picture,no
Ido,Ostrowsky,The Imitation Game,2014,87th,Best Picture,no
Teddy,Schwarzman,The Imitation Game,2014,87th,Best Picture,no
Christian,Colson,Selma,2014,87th,Best Picture,no
Oprah,Winfrey,Selma,2014,87th,Best Picture,no
Dede,Gardner,Selma,2014,87th,Best Picture,no
Jeremy,Kleiner,Selma,2014,87th,Best Picture,no
Tim,Bevan,The Theory of Everything,2014,87th,Best Picture,no
Eric,Fellner,The Theory of Everything,2014,87th,Best Picture,no
Lisa,Bruce,The Theory of Everything,2014,87th,Best Picture,no
Anthony,McCarten,The Theory of Everything,2014,87th,Best Picture,no
Jason,Blum,Whiplash,2014,87th,Best Picture,no
Helen,Estabrook,Whiplash,2014,87th,Best Picture,no
David,Lancaster,Whiplash,2014,87th,Best Picture,no
Blye,Pagon Faust,Spotlight,2015,88th,Best Picture,yes
Steve,Golin,Spotlight,2015,88th,Best Picture,yes
Nicole,Rocklin,Spotlight,2015,88th,Best Picture,yes
Michael,Sugar,Spotlight,2015,88th,Best Picture,yes
Dede,Gardner,The Big Short,2015,88th,Best Picture,no
Jeremy,Kleiner,The Big Short,2015,88th,Best Picture,no
Brad,Pitt,The Big Short,2015,88th,Best Picture,no
Steven,Spielberg,Bridge of Spies,2015,88th,Best Picture,no
Marc,Platt,Bridge of Spies,2015,88th,Best Picture,no
Kristie,Macosko Krieger,Bridge of Spies,2015,88th,Best Picture,no
Finola,Dwyer,Brooklyn,2015,88th,Best Picture,no
Amanda,Posey,Brooklyn,2015,88th,Best Picture,no
Doug,Mitchell,Mad Max: Fury Road,2015,88th,Best Picture,no
George,Miller,Mad Max: Fury Road,2015,88th,Best Picture,no
Simon,Kinberg,The Martian,2015,88th,Best Picture,no
Ridley,Scott,The Martian,2015,88th,Best Picture,no
Michael,Schaefer,The Martian,2015,88th,Best Picture,no
Mark,Huffam,The Martian,2015,88th,Best Picture,no
Arnon,Milchan,The Revenant,2015,88th,Best Picture,no
Steve,Golin,The Revenant,2015,88th,Best Picture,no
Alejandro,G. Iñárritu,The Revenant,2015,88th,Best Picture,no
Mary,Parent,The Revenant,2015,88th,Best Picture,no
Keith,Redmon,The Revenant,2015,88th,Best Picture,no
Ed,Guiney,Room,2015,88th,Best Picture,no
Adele,Romanski,Moonlight,2016,89th,Best Picture,yes
Dede,Gardner,Moonlight,2016,89th,Best Picture,yes
Jeremy,Kleiner,Moonlight,2016,89th,Best Picture,yes
Shawn,Levy,Arrival,2016,89th,Best Picture,no
Dan,Levine,Arrival,2016,89th,Best Picture,no
Aaron,Ryder,Arrival,2016,89th,Best Picture,no
David,Linde,Arrival,2016,89th,Best Picture,no
Scott,Rudin,Fences,2016,89th,Best Picture,no
Denzel,Washington,Fences,2016,89th,Best Picture,no
Todd,Black,Fences,2016,89th,Best Picture,no
Bill,Mechanic,Hacksaw Ridge,2016,89th,Best Picture,no
David,Permut,Hacksaw Ridge,2016,89th,Best Picture,no
Carla,Hacken,Hell or High Water,2016,89th,Best Picture,no
Julie,Yorn,Hell or High Water,2016,89th,Best Picture,no
Donna,Gigliotti,Hidden Figures,2016,89th,Best Picture,no
